gloss,length,source,attachment_id,user_id
ВЫСОКОМЕРНЫЙ УЖАСНЫЙ НЕМЕДЛЕННЫЙ ВИНА НАЧАЛО ДОМ САМООСОЗНАНИЕ ЧЕТЫРЕСТА ДЕКАБРЬ БАБОЧКА,10,slovo_dictionary,synth_2495,synthetic
СУМКА ДРОЖАТЬ М ПЧЕЛА ДЕНЬ И НОЧЬ СКВОЗЬ Д ЧЕТЫРЕ БЫТЬ ОБЪЕКТИВНЫЙ,10,slovo_dictionary,synth_2496,synthetic
ВОЗМОЖНЫЙ ТЕРПЕНИЕ КРОТОСТЬ,3,slovo_dictionary,synth_2497,synthetic
ДИНОЗАВР ЗАВАРОЧНЫЙ ЧАЙНИК МОЛОДОЙ БРАТ ПРОДУМАННЫЙ ПОКРАСНЕТЬ ПЛАВНИК,7,slovo_dictionary,synth_2498,synthetic
ПЯТЬ ЛУЧШИЙ НЕОЖИДАННЫЙ ШЕСТЬДЕСЯТ ПОКАЗАТЬ ДОЧЬ,6,slovo_dictionary,synth_2499,synthetic
СОМНЕНИЕ ЗАТЕМ; ПОТОМ НЕМЕДЛЕННЫЙ ВНУТРЕННЕЕ КЛЮВ ОКУНАТЬ,6,slovo_dictionary,synth_2500,synthetic
САМОПРОВЕРКА ЗАТЯГИВАТЬ ВОЗМОЖНЫЙ СЛОН,4,slovo_dictionary,synth_2501,synthetic
БЫТЬ НЕПРЕКЛОННЫЙ ПЕРЕВАРИВАНИЕ МАЛЕНЬКИЙ РАБОТАТЬ ОЖИДАТЬ,6,slovo_dictionary,synth_2502,synthetic
Ъ СВЕТ Ц ОТКРЫТЬ Х ЕСЛИ,6,slovo_dictionary,synth_2503,synthetic
НИКТО СОМНЕНИЕ КОШКА ДВЕСТИ 6 ЧАСОВ,5,slovo_dictionary,synth_2504,synthetic
СОБАКА ДЕСЯТЫЙ ПРИЛИЧНЫЙ ИЗУЧИТЬ РАНЕЕ,5,slovo_dictionary,synth_2505,synthetic
СОЖАЛЕНИЕ РЕВНИВЫЙ ТЫ ИНТЕЛЛЕКТУАЛЬНЫЙ ПОД КАФЕТЕРИЙ ОЛЕНЬ ЛЕТО ВСЕ,9,slovo_dictionary,synth_2506,synthetic
ИДТИ СОБАЧИЙ ДОМИК ПУСТОЙ ПИСЬМО УВЕРЕН ЖИЗНЬ,6,slovo_dictionary,synth_2507,synthetic
ТАК СЕБЕ ПОСЫЛАТЬ НЕВЕРИЕ ЗАВАРОЧНЫЙ ЧАЙНИК НОЯБРЬ АДАПТИВНОСТЬ ДОВЕРЯТЬ КОПЫТО,8,slovo_dictionary,synth_2508,synthetic
СРОЧНЫЙ ПРЕДУСМОТРИТЕЛЬНЫЙ ПОДЛИННЫЙ ПРИВЕТ!,4,slovo_dictionary,synth_2509,synthetic
ГОРДЫЙ ГРУСТНЫЙ ПЕРЕВАРИВАНИЕ ОСОБЕННЫЙ САМОВОСПРИЯТИЕ РЕБЯЧЕСКИЙ ОДИНОКИЙ МАГАЗИН МЕСТО,9,slovo_dictionary,synth_2510,synthetic
ТРИ ЧАС ДРУЖЕЛЮБНЫЙ,3,slovo_dictionary,synth_2511,synthetic
ЧЕТЫРЕ ТЫСЯЧИ СОМНЕНИЕ В ПРОШЛОМ ГОДУ О ДИСТРЕСС ВНИЗУ ЕХАТЬ,7,slovo_dictionary,synth_2512,synthetic
ТРИДЦАТЬ ПЯТЬДЕСЯТ ДЕВЯТЬ,3,slovo_dictionary,synth_2513,synthetic
ВСТРЕТИТЬ НАРУЖУ ДЕЛАТЬ ВЫВОДЫ СПОКОЙНЫЙ ВЕРИТЬ,5,slovo_dictionary,synth_2514,synthetic
ПОДНОС ЗУБЫ КУВШИН,3,slovo_dictionary,synth_2515,synthetic
ВОСЬМОЙ СОЧУВСТВИЕ МЕСЯЦ КАЛЕНДАРЬ ОБЪЕКТИВНЫЙ СЕМЬДЕСЯТ ОКТЯБРЬ НАЧАЛО,8,slovo_dictionary,synth_2516,synthetic
ЦВЕТА ДЕКАБРЬ МЕДУЗА СОЖАЛЕНИЕ ВОДОПЛАВАЮЩЕЕ НАД МИЛЕНЬКИЙ СМИРИТЬСЯ ДО ЧЕМОДАН,10,slovo_dictionary,synth_2517,synthetic
ПРЕЗРЕНИЕ ЗВЕРЬ ДРОЖАТЬ ПТИЦА СЛОВО ПОЗВОНИТЬ НА СЕРВИС ТАЛАНТ НЕНАВИДЕТЬ РАД СВИНЬЯ,10,slovo_dictionary,synth_2518,synthetic
НАД ЛАНЧ НАСЕЛЯТЬ ВСКРУЖИТЬ АККУРАТНЫЙ СЧАСТЛИВЫЙ САМОАНАЛИЗ ЦЕЛЫЙ,8,slovo_dictionary,synth_2519,synthetic
ЛИТЬ ЕЁ МЫТЬ НАЗНАЧЕННОЕ ВРЕМЯ НОГА ЕЩЕ ПОЧЕМУ,7,slovo_dictionary,synth_2520,synthetic
ЖЁСТКИЙ МЕДЛЕННЫЙ ПОЛЗАНЬЕ ПОЗДНО ЛЕВ,5,slovo_dictionary,synth_2521,synthetic
ЛЮБОВЬ СЕМЬДЕСЯТ ДВЕНАДЦАТЫЙ КРАТКИЙ НАКРЫВАТЬ НА СТОЛ ПОСЛЕ ДА ПОДЛИННЫЙ РАДОСТЬ БРАТ,10,slovo_dictionary,synth_2522,synthetic
ПИСЬМО ОПЫТНЫЙ РВЕНОСТЬ,3,slovo_dictionary,synth_2523,synthetic
ФИОЛЕТОВЫЙ ЗАМУЖЕМ ОТКЛАДЫВАТЬ,3,slovo_dictionary,synth_2524,synthetic
КОПЫТО ВОСЕМЬДЕСЯТ РАССЕРДИТЬСЯ ПОСЛЕ,4,slovo_dictionary,synth_2525,synthetic
ВЫСОКОМЕРНЫЙ ОСТАНОВИТЬ ТЁМНЫЙ СВЕРХУ МОТИВАЦИЯ БЕЛКА ЗУБЫ ТЕРЯТЬ РОЗОВЫЙ,9,slovo_dictionary,synth_2526,synthetic
НЕВОЗМОЖНЫЙ САМООСОЗНАНИЕ ЖЕСТОКИЙ НАБЛЮДАТЕЛЬНОСТЬ ЗАКУСКА ПЕРЕД ЕДОЙ ВСЁ ПОВЕРХНОСТНЫЙ ПАНДА,8,slovo_dictionary,synth_2527,synthetic
ОБЕЗЬЯНА ТЁПЛЫЙ СМЕЛОСТЬ Н МИР ГЕНИЙ СТРОГИЙ ПТИЦА,8,slovo_dictionary,synth_2528,synthetic
АЛЛИГАТОР ДУМАТЬ МЕДВЕДЬ МУРАШКИ ПОЗВОНИТЬ НА СЕРВИС ЛЕТУЧАЯ МЫШЬ ГРЯЗНЫЙ ТРИ Н Г,10,slovo_dictionary,synth_2529,synthetic
РАБ НЕРАДИВЫЙ ИЗВЕСТНЫЙ ПРИРУЧЕННЫЙ ДЕВЯТЫЙ ОБНИМАТЬ НОСОРОГ,7,slovo_dictionary,synth_2530,synthetic
ГОРДЫЙ ЧЕРНЫЙ ДЕРЖАТЬ СТРАДАТЬ ПО ЧАСАМ БОЛИТ КУБОК ВЕЩЬ,8,slovo_dictionary,synth_2531,synthetic
ФИОЛЕТОВЫЙ ОПЯТЬ МАГАЗИН БУТЫЛКА НЕ ВКУС СЧАСТЬЕ,7,slovo_dictionary,synth_2532,synthetic
САМОВОСПРИЯТИЕ ПРАВЫЙ ВОДА,3,slovo_dictionary,synth_2533,synthetic
БЛЕДНЫЙ БЕЗ КНИГА ГЛОТАТЬ РАЗДРАЖАТЬ ПОНЕДЕЛЬНИК НАГЛОСТЬ ПОДРУГА,8,slovo_dictionary,synth_2534,synthetic
ЗАНЯТЫЙ ОТ ДОРОГОЙ ВАМ РАД,5,slovo_dictionary,synth_2535,synthetic
ОСТАНОВИТЬСЯ ВРЕМЯ БРЮЗЖАТЬ СЕСТРА ТЯЖЁЛЫЙ ПОДОЗРЕВАТЬ,6,slovo_dictionary,synth_2536,synthetic
ВСКРУЖИТЬ НАДОЕЛО ЖАДНО ЕСТЬ ПОДРОБНО,4,slovo_dictionary,synth_2537,synthetic
ИСПУГ ХУДШИЙ ЕХАТЬ,3,slovo_dictionary,synth_2538,synthetic
ВНИЗ ОРАНЖЕВЫЙ НАКОНЕЦ РОЗОВАТО-ЛИЛОВЫЙ,4,slovo_dictionary,synth_2539,synthetic
ЗАВИСТЬ ОБРАЗОВАННЫЙ ТРУС ЖДАТЬ ДИСТРЕСС АППЕТИТ ЧЕТЫРЕ В ТО ВРЕМЯ КАК ЧИТАТЬ,9,slovo_dictionary,synth_2540,synthetic
БЛАГОДАРНОСТЬ ТОЧНО ЦЕНА МИЛЫЙ,4,slovo_dictionary,synth_2541,synthetic
"ДАТЬ С МИЛЫЙ Э НРАВСТВЕННОСТЬ Ь НЕЖНЫЙ, МЯГКИЙ БРЮЗЖАТЬ",8,slovo_dictionary,synth_2542,synthetic
ДВЕСТИ ОДИН ВОЗМОЖНО ЦЕМЕНТ НЕВЕРИЕ ВРЕМЯ ОТКЛАДЫВАТЬ,7,slovo_dictionary,synth_2543,synthetic
РЕБЁНОК Х Ч ЧТО КРАСИВЫЙ КУПИТЬ ПЕРО ПОСТОЯННЫЙ БОЛИТ,9,slovo_dictionary,synth_2544,synthetic
ЖУТКИЙ ДОРОГОЙ ЧАШКА ЗЛОСТЬ ЕДА ВИНА КРОМЕ ЛИТЬ ГРУСТНЫЙ И,10,slovo_dictionary,synth_2545,synthetic
ЗНАЧИТЬ КОМНАТА ВОЗДУХ МИНИМУМ НАПУГАННЫЙ БОЛЬ ВАМ ЗАДЕРЖИВАТЬ КАНУН УРОНИТЬ,10,slovo_dictionary,synth_2546,synthetic
ДЕВЯТНАДЦАТЬ ДРОЖАТЬ ДОБРОТА ИЛИ ДОВОЛЬНО РАССЕРДИТЬСЯ,6,slovo_dictionary,synth_2547,synthetic
ХУДШИЙ НАПРАВЛЕНИЕ САМООБМАН НЕУДОБСТВО НАКОНЕЦ,5,slovo_dictionary,synth_2548,synthetic
АДАПТИВНЫЙ РУЧКА АНИМАТОР СЕСТРА КОГДА ОВЦА ЛУЧШЕ,7,slovo_dictionary,synth_2549,synthetic
СЛИШКОМ ЦВЕТОВОЙ ОТТЕНОК МУРАШКИ ПОДРУГА ВЕСЕЛЫЙ СЛАБОСТЬ,6,slovo_dictionary,synth_2550,synthetic
ПИТЬ ПЯТЬ ТЫСЯЧ ПОГОДА ЖАЖДУЩИЙ СЕСТРА,5,slovo_dictionary,synth_2551,synthetic
ОДЕРЖИМЫЙ ШЕСТЬДЕСЯТ АДАПТИВНОЕ ПОВЕДЕНИЕ БАБОЧКА,4,slovo_dictionary,synth_2552,synthetic
ПЕТЬ НАДОЕЛО НЕПРОЗРАЧНОСТЬ ЕДА ЗАТЯГИВАТЬ ОСТАНОВИТЬСЯ ПИТЬЕВАЯ ВОДА,7,slovo_dictionary,synth_2553,synthetic
ГОЛОДНЫЙ ВЕЧНОСТЬ ПОСЛЕДНИЙ ВЕСЬ ВСЕ КРЫЛО ОСТРОУМИЕ СЛЫШАТЬ,8,slovo_dictionary,synth_2554,synthetic
ПОНЕДЕЛЬНИК КЛЕТКА ЧУВСТВОВАТЬ,3,slovo_dictionary,synth_2555,synthetic
ОБЫЧНЫЙ ШЕСТОЙ В НАЧИНАТЬ ТРУСЛИВО ПОКАЯНИЕ НАЗНАЧЕННОЕ ВРЕМЯ ИЗМОЖДЕННЫЙ ПЕТУХ БИЛЕТ,10,slovo_dictionary,synth_2556,synthetic
ПЕТУХ ПОДНОС ПТИЦА БЫТЬ ПОТРЯСЕННЫМ КОМАР ХУДШИЙ ИЛИ ВОСЕМНАДЦАТЬ АКТИВНЫЙ СОЛНЦЕ,10,slovo_dictionary,synth_2557,synthetic
АККУРАТНЫЙ СКУЧНЫЙ ГОЛОДНЫЙ СЕМНАДЦАТЬ БЕСПОКОЙНЫЙ РУЧКА ДЕВЯНОСТО ОСЕНЬ ЕХАТЬ,9,slovo_dictionary,synth_2558,synthetic
ЖИТЬ ТЕ З Ё СОЛЬ НОЯБРЬ МИГРАЦИЯ БОЛИТ 2 ЧАСА ЗУБЫ,10,slovo_dictionary,synth_2559,synthetic
ЛЮБОВНЫЙ ОЗАБОЧЕННЫЙ ХОРОШИЙ КРЕСТ НЕ ВЫНОСИТЬ ЗАСТЕНЧИВЫЙ ВЕСЕЛЫЙ МИЛОСЕРДНЫЙ ПОКАЗАТЬ РАССЛАБЛЕНИЕ,10,slovo_dictionary,synth_2560,synthetic
ЛЕВ ГОТОВЫЙ ЛЕННОСТЬ,3,slovo_dictionary,synth_2561,synthetic
ЖЕНЩИНА ВРЕМЯ ПО ГРИНВИЧУ СЕРДЦЕ СМУЩЕННЫЙ НЕВИНОВНЫЙ ЕЩЕ,6,slovo_dictionary,synth_2562,synthetic
ПРЕДЛОЖИТЬ ЖАЖДА РАБОТАТЬ,3,slovo_dictionary,synth_2563,synthetic
РАЗЪЯРЕННЫЙ ИМПУЛЬС ЧЕТВЕРГ ПОПУГАЙ СЕРДИТЫЙ ВЛЮБЛЕННЫЙ,6,slovo_dictionary,synth_2564,synthetic
ВЛЮБИТЬСЯ СПРОСИТЬ ВОЗБУЖДЕНИЕ,3,slovo_dictionary,synth_2565,synthetic
СПОСОБ ХЛЕБ ВОЗДУХ ИДТИ ДОРОГОЙ РАССЕРДИТЬСЯ ЛЕЖАТЬ БЫСТРО ДЕНЬГИ ИНТЕЛЛЕКТУАЛЬНЫЙ,10,slovo_dictionary,synth_2566,synthetic
СМЕЯТЬСЯ ОСТАНОВИТЬСЯ БЫТЬ ПОТРЯСЕННЫМ ТРУДНЫЙ ПАУК ЛЕНИВЫЙ ВЕЖЛИВЫЙ РАССЕРДИТЬСЯ МУЖСКОЙ ТУАЛЕТ,9,slovo_dictionary,synth_2567,synthetic
СМЕЛОСТЬ ПРАВЫЙ В ТО ВРЕМЯ КАК БЛАГОДАРНОСТЬ БОЛИТ,5,slovo_dictionary,synth_2568,synthetic
ПОЛОЖИТЕЛЬНЫЙ ЖЕНСКИЙ ТУАЛЕТ НЕВИНОВНЫЙ МЕСТО В ТО ВРЕМЯ КАК КУСОК ЖЕСТОКИЙ СУХОЙ КТО? ТРЕТИЙ,10,slovo_dictionary,synth_2569,synthetic
ЗООПАРК БУМАГА ЧТО ТАКОЙ СЛУШАТЬ ОБЫЧНО ПОСЛЕДНИЙ,7,slovo_dictionary,synth_2570,synthetic
СТЫДНО ВОСЕМЬСОТ КОПЫТО ПОКАЯНИЕ Ц ОЛЕНЬ ВЕРБЛЮД ВЧЕРА Щ В,10,slovo_dictionary,synth_2571,synthetic
ПРИЙТИ БЕЗ ПИР НРАВСТВЕННОСТЬ АДАПТИВНОСТЬ МИЛЕНЬКИЙ ПРОНЫРА ПРИВЫК,8,slovo_dictionary,synth_2572,synthetic
СВЕРХУ ТВЕРДЫЙ ГЛОТАТЬ РАССТРОЕННЫЙ ОТТЕНОК СЕРДЦЕ ДОМАШНЕЕ ЖИВОТНОЕ ПЕРЕВОДИТЬ ЧУДЕСНЫЙ,9,slovo_dictionary,synth_2573,synthetic
НИКТО ЦВЕТОВОЙ ОТТЕНОК ЕЩЕ НЕТ ПРОДОЛЖИТЬ,4,slovo_dictionary,synth_2574,synthetic
РАБ ЛЮДИ Г ИЗВЕСТНЫЙ,4,slovo_dictionary,synth_2575,synthetic
НЕПРОЗРАЧНОСТЬ ПЛАВНИК Ь ОПАСНЫЙ МЕНЯ,5,slovo_dictionary,synth_2576,synthetic
ЖЁСТКИЙ КРЫСА ВЗДРАГИВАТЬ ПЛОХОЙ ЧЕЛОВЕК СТРАШНЫЙ ЛИЦЕМЕРНЫЙ ВЗЯТЬ,8,slovo_dictionary,synth_2577,synthetic
Ф ПОКАЯНИЕ ВИЛКА,3,slovo_dictionary,synth_2578,synthetic
РАССЛАБИТЬСЯ НАРУЖУ ПОКА (ЧТО) СМОТРЕТЬ Щ СЕГОДНЯ ГОЛОВА НУЖДАТЬСЯ Б,9,slovo_dictionary,synth_2579,synthetic
ВОЗБУЖДЕНИЕ ОСТРЫЙ ТЁПЛЫЙ БЕЗРАЗЛИЧИЕ ВЕРОЯТНО БЫ,6,slovo_dictionary,synth_2580,synthetic
М СЧАСТЬЕ КОТОРЫЙ ОДИННАДЦАТЬ НЕРАСКРАШЕННЫЙ ВОРОТНИК,6,slovo_dictionary,synth_2581,synthetic
ТЕПЕРЬ МОЛОДОЙ ТОЧНО ВАШ,4,slovo_dictionary,synth_2582,synthetic
КАФЕ ТАМ СОЖАЛЕТЬ,3,slovo_dictionary,synth_2583,synthetic
ПОКРАСНЕТЬ ЧЕТЫРЕСТА ОТВЕТСТВЕННЫЙ ШКОЛА БЕГЕМОТ ПРИВЕЗТИ УПАСТЬ ВСЕГДА ПРОДАТЬ,9,slovo_dictionary,synth_2584,synthetic
ОТВАЖИТЬСЯ ОБЫЧНО НЕРВНЫЙ СТРАШНЫЙ ЛЕБЕДЬ СОГЛАСНО МАЛЕНЬКИЙ КУБОК РАСПИСАНИЕ ЗМЕЯ,10,slovo_dictionary,synth_2585,synthetic
ВАМ ЛОШАДЬ СЕМЬ ПОСТОЯННЫЙ ВЕРБЛЮД МУЖ,6,slovo_dictionary,synth_2586,synthetic
ЦЕМЕНТ СПОКОЙНЫЙ ОПЫТНЫЙ СМЕШНОЙ МЕДЛЕННЫЙ ЗАМУЖЕМ КОПЫТО,7,slovo_dictionary,synth_2587,synthetic
ТЕРПЕНИЕ ОСЕЛ ИСКРЕННИЙ НЕДАВНИЙ ДОЛЖЕН,5,slovo_dictionary,synth_2588,synthetic
НАРОД САМООСОЗНАНИЕ АМБИЦИОЗНЫЙ СЫН КУСОК ДОМИНИРУЮЩИЙ,6,slovo_dictionary,synth_2589,synthetic
ЛАНЧ ОСТАНОВИТЬ СПОСОБ ДЕКАБРЬ ВОЗМОЖНЫЙ,5,slovo_dictionary,synth_2590,synthetic
ОТЧАЯТЬСЯ В НАСТОЯЩЕЕ ВРЕМЯ ПОЗВОНИТЬ НА СЕРВИС,3,slovo_dictionary,synth_2591,synthetic
НЕУДОБНО ВЫСОКИЙ ВОЙ ОТЛОЖИТЬ ОДИННАДЦАТЬ,5,slovo_dictionary,synth_2592,synthetic
ЗЛОБНЫЙ КУСОК ТЕМНОТА,3,slovo_dictionary,synth_2593,synthetic
РАЗРЫДАТЬСЯ ПОКАЯНИЕ ЖАЛОСТЬ ДРУЖЕЛЮБНЫЙ,4,slovo_dictionary,synth_2594,synthetic
МАЛЕНЬКИЙ ФИОЛЕТОВЫЙ ВЕСЬ РОЗОВЫЙ ПРОДОЛЖИТЬ ПОКА ЛЕВЫЙ,7,slovo_dictionary,synth_2595,synthetic
ПОЧКИ СКОЛЬКО ДЕТСКИЙ ПРЕЗРЕНИЕ ЗООПАРК ПОЛНЫЙ,6,slovo_dictionary,synth_2596,synthetic
РАССЛАБИТЬСЯ ФИОЛЕТОВЫЙ ЕЖЕДНЕВНЫЙ Щ ДВА В ТО ВРЕМЯ КАК ОБЕДАТЬ ТОРЖЕСТВЕННЫЙ ЛОГИЧНЫЙ,9,slovo_dictionary,synth_2597,synthetic
СКОРО ЗООПАРК ДЕКАБРЬ,3,slovo_dictionary,synth_2598,synthetic
ШУТИТЬ СОЛНЦЕ ОДНОВРЕМЕННОСТЬ ЗАВИСТЬ МИЛЛИОН ВЛЮБЛЕННЫЙ,6,slovo_dictionary,synth_2599,synthetic
ВЕЗДЕ ЛОСЬ ЦВЕТ ДЕВЯТНАДЦАТЬ ВКУС ШЕСТЬ СПОКОЙНЫЙ НИЗКИЙ,8,slovo_dictionary,synth_2600,synthetic
ЖИЗНЬ БУТЫЛКА БУДУЩЕЕ ТРИ ТЫСЯЧИ ИНТЕЛЛЕКТУАЛЬНЫЙ НАШ КРОКОДИЛ ВРЕМЕННЫЙ ПОТРЯСАЮЩИЙ ДВЕНАДЦАТЬ,10,slovo_dictionary,synth_2601,synthetic
ОКОЛО КРОМЕ МАТЬ ВКУС ПРОЩАНИЕ ВЕСНА ОСТРЫЙ ЕЖИК СОЧУВСТВИЕ,9,slovo_dictionary,synth_2602,synthetic
СВЕРХУ КРОЛИК ПЕРО БЫСТРЫЙ ИНАЧЕ МЕРТВЫЙ НОЛЬ СОЧУВСТВИЕ,8,slovo_dictionary,synth_2603,synthetic
ВНИЗУ ИСПОЛЬЗОВАТЬ СЫН ВОЗБУЖДЕНИЕ В ВОСЕМЬ ПЯТНАДЦАТЬ СЕСТРА СОЧУВСТВИЕ,7,slovo_dictionary,synth_2604,synthetic
АДАПТИВНОЕ ПОВЕДЕНИЕ СТРАШНЫЙ САМОВОСПРИЯТИЕ,3,slovo_dictionary,synth_2605,synthetic
НАЗАД СПАТЬ Е ЖЕЛАТЬ НЕПРОЗРАЧНОСТЬ ПОЗВОЛИТЬ ГРУБЫЙ,7,slovo_dictionary,synth_2606,synthetic
ВЧЕРА РАССТРОЕННЫЙ ЭТО ВРЕДНЫЙ; ОЗОРНОЙ,4,slovo_dictionary,synth_2607,synthetic
КРЕВЕТКА ПОСЫЛАТЬ РАССЛАБЛЕНИЕ СЛИШКОМ Е ЗАБЫТЬ ЖАЛОСТЬ,7,slovo_dictionary,synth_2608,synthetic
ПРИВЫК ОТЧАЯННЫЙ ТРУС БУТЫЛКА Й ДВЕСТИ ПОЛОЖИТЬ СКРОМНЫЙ,8,slovo_dictionary,synth_2609,synthetic
ПУСТОЙ ЖЕЛТЫЙ СЛЕДОВАЛО ИХ БЫ,5,slovo_dictionary,synth_2610,synthetic
БИЛЕТ ПОДАВЛЕННЫЙ В ВОСЕМЬ ПЯТНАДЦАТЬ ЛЮБОВНЫЙ В ТО ВРЕМЯ КАК РАССЛАБИТЬСЯ МЕДЛЕННЫЙ,7,slovo_dictionary,synth_2611,synthetic
КУСАТЬ НИЗКИЙ МУЖЕСТВЕННОСТЬ ПУТЕШЕСТВОВАТЬ,4,slovo_dictionary,synth_2612,synthetic
РЫЧАТЬ САМООСОЗНАНИЕ ИЗВЕСТНЫЙ ДОМОГАТЬСЯ СПОКОЙНЫЙ ПУТЕШЕСТВОВАТЬ ПРОДОЛЖИТЬ ПОПУГАЙ,8,slovo_dictionary,synth_2613,synthetic
ЧЕТЫРЕСТА ЛУЧШЕ СРАЗУ ТАК СЕБЕ СУМАТОХА,5,slovo_dictionary,synth_2614,synthetic
ТАКОЙ Я БЛИЗКО БОЛЬШЕ,4,slovo_dictionary,synth_2615,synthetic
О СТРАХ ВЕСНА ЕЙ,4,slovo_dictionary,synth_2616,synthetic
СУББОТА ВЕСЕЛИТЬСЯ НАРУЖУ СПОКОЙНЫЙ,4,slovo_dictionary,synth_2617,synthetic
ЖЕНЩИНА ПРОДОЛЖИТЕЛЬНОСТЬ ЕЖИК МИГРАЦИЯ ПРОДЛЕНИЕ,5,slovo_dictionary,synth_2618,synthetic
МЫШЬ ГАВКАНЬЕ ПАНДА,3,slovo_dictionary,synth_2619,synthetic
МОЛОДОЙ ВЫРУЧИТЬ ВОПРОС ВСКРУЖИТЬ ЕЩЕ КАНУН ШКОЛА СЛОН,8,slovo_dictionary,synth_2620,synthetic
ДОСТАТОЧНО ЭТО НАЗАД НЕПРОЗРАЧНОСТЬ ОТВРАТИТЕЛЬНЫЙ ПОТРЯСАЮЩИЙ ОБРАЗОВАННЫЙ ДРУГОЙ,8,slovo_dictionary,synth_2621,synthetic
ОКТЯБРЬ ПРЕЗРЕНИЕ 2 ЧАСА ИНТЕЛЛЕКТУАЛЬНЫЙ СЫН,5,slovo_dictionary,synth_2622,synthetic
ВЕСЕЛЫЙ ДЕВОЧКА ПРОНЫРА ПРОЩАНИЕ,4,slovo_dictionary,synth_2623,synthetic
ОДИННАДЦАТЫЙ ВЕСЬ ОТЧАЯТЬСЯ РЕСТОРАН МИГРАЦИЯ,5,slovo_dictionary,synth_2624,synthetic
НЕЛОВКИЙ; НЕУКЛЮЖИЙ КРАСНОВАТЫЙ ДОСТАТОЧНО СПОКОЙНЫЙ БЕЛКА ПОЗВОНИТЬ НА СЕРВИС БОЛЬ ВОСЕМЬСОТ,8,slovo_dictionary,synth_2625,synthetic
Ю ВРАЖДЕБНЫЙ ПАУЧЬЯ СЕТЬ БЫК ЧИСТЫЙ МОЧЬ ПОТОМ ОТВЕТИТЬ ВОПРОС ДЕВЯТНАДЦАТЬ,10,slovo_dictionary,synth_2626,synthetic
ГОРЕВАТЬ НАКОНЕЦ-ТО ПРИЧИНА ЕХАТЬ ПРЕЗИРАТЬ МИЛЫЙ,6,slovo_dictionary,synth_2627,synthetic
ДВЕ ТЫСЯЧИ ПИНГВИН ВЕРБЛЮД МУЖСКОЙ ТУАЛЕТ ТАМ НЕРАСКРАШЕННЫЙ ЖЁЛТЫЙ ЦЕМЕНТ МЕДВЕДЬ,9,slovo_dictionary,synth_2628,synthetic
ЗАБОТА ПЯТНАДЦАТЬ НАПРЯЖЕНИЕ ПРОДЛЕНИЕ НЕ ВЫНОСИТЬ ГОРЕВАТЬ КРОКОДИЛ ДОВОЛЬСТВО ПАВЛИН,9,slovo_dictionary,synth_2629,synthetic
СЕМЬ ИЗВЕСТНЫЙ ТОЛЬКО Ы ПАМЯТЬ МАГАЗИН НАЧАЛО ДОЛЖЕН ВРАЖДЕБНЫЙ ВЕРХ,10,slovo_dictionary,synth_2630,synthetic
ЦЕЛЫЙ ПЛАВНИК Б СПАТЬ ПРИВЕТ! 7:45,6,slovo_dictionary,synth_2631,synthetic
ИСКРЕННИЙ БЕСПОКОЯЩИЙ РОЗОВАТО-ЛИЛОВЫЙ Ш,4,slovo_dictionary,synth_2632,synthetic
ЖАРКИЙ НЕПРОЗРАЧНОСТЬ ТЫ ИМ ОЗАБОЧЕННЫЙ ОДЕЖДА ЧИТАТЬ,7,slovo_dictionary,synth_2633,synthetic
СОМНЕНИЕ ДЕЛЬФИН ДЕЛАТЬ ЯСНЫЙ,4,slovo_dictionary,synth_2634,synthetic
СОБИРАТЬ ПОЛЗАНЬЕ ОДИНОКИЙ ТАК СЕБЕ,4,slovo_dictionary,synth_2635,synthetic
ОСТАТЬСЯ СУМАТОХА ЗАТЯГИВАТЬ ЭТО,4,slovo_dictionary,synth_2636,synthetic
ВЫ ПОЛОЖИТЬ ГОРОД НЕСКОЛЬКО ДОЛЖЕН,5,slovo_dictionary,synth_2637,synthetic
ВОСКРЕСЕНЬЕ ХОРОШО РОГА ГОРДОСТЬ ЗВЕРЬ СЛАБОСТЬ БЫТЬ ПЯТЬДЕСЯТ,8,slovo_dictionary,synth_2638,synthetic
ЗАКАЗЫВАТЬ КОПЫТО ОБРАЗОВАННЫЙ ЧИТАТЬ,4,slovo_dictionary,synth_2639,synthetic
МИЛЫЙ РЫБА ПРЕНЕБРЕЖЕНИЕ,3,slovo_dictionary,synth_2640,synthetic
ТЕРЯТЬ ЗАБРАТЬ ТОТ,3,slovo_dictionary,synth_2641,synthetic
КОШКА КРАСНЫЙ ПРЕДПОЧИТАТЬ МЕСТО СЛАБЫЙ ПОКРАСНЕТЬ ТОРЖЕСТВЕННЫЙ ИСКАТЬ МЫШЬ СЫН,10,slovo_dictionary,synth_2642,synthetic
Э ДАТЬ ТРЕТИЙ ВРЕМЯ 11 ЧАСОВ ПРИЯТНЫЙ ЛОГИЧНЫЙ НИЧЕГО ПЛОХО ЖЕНАТ,9,slovo_dictionary,synth_2643,synthetic
РАДОСТЬ ЗОЛОТОЙ ЕЁ ПАУЧЬЯ СЕТЬ ОДОЛЖИТЬ ЖЕНАТ,6,slovo_dictionary,synth_2644,synthetic
МЕСТО ВАЖНЫЙ КЛЮЧ ВКУС,4,slovo_dictionary,synth_2645,synthetic
В ДЕСЯТЫЙ ТЕРПЕНИЕ НРАВИТЬСЯ ПЕТЬ,5,slovo_dictionary,synth_2646,synthetic
